description;web_url;s3_object_path;exists_in_s3;exists_metadata_json;file_extension
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.2.22.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=358;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/07/88/udea_g10par_cna_m5_an08-low_Subtitulado.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=151;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/de/b1/Guía 8 para la administración de los recursos financieros del sector educativo.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/39/2f/T.Autodesk.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=373;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/58/69/Tutorial módulo de sustancias psicoactivas_1080p--converted.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=199;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/fe/54/Guía del participante_Facilitadores_Encuentro3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=382;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ae/ae/ANEXO1~1.DOC.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea1_ruta1_mod0.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Secretar%C3%ADas%20de%20Educaci%C3%B3n/Conexi%C3%B3n%20Emociones/M%C3%B3dulo%200%20-%20Introducci%C3%B3n/audio/linea1_ruta1_modulo0_POD.txt;False;False;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.3.3.9.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=293;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/56/a4/Actividad mapa_L1R1_Mod_4.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=366;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ea/42/Temáticas EMER.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.2.1.4.txt;True;True;txt
...;https://eco.colombiaaprende.edu.co/masterclass/;s3://men-prod-clean-data/contenidos_formativos/ENGLISH_FOR_COLOMBIA_ECOWEB/masterclass/MC # 1/MC1-Técnicas y Pasos a Seguir/MC1-Técnicas y Pasos a Seguir.pdf;False;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/6d/ac/M3S15_R1.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=255;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/54/62/MEN_ESC_C2_M2_VS01_Ver4.txt;True;False;txt
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea1_ruta2_mod6.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Establecimientos%20Educativos/Conexi%C3%B3n%20Emociones/M%C3%B3dulo%206/audio/linea1_ruta2_modulo6_POD.txt;False;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/b2/26/MEN_PTA_C8_ANEXO6_LENGUAJE_UNICA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=139;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/bf/44/Macropoceso F.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=293;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/df/b8/MapaConceptual_L1R1_Mod2.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.4.2.2.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.6.1.3.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/42/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_42_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8a/7c/M2S7_R2.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.4.1.21.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/contenidos/material/guia-de-uso#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_contenidos_material_guia-de-uso.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/172/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_172_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=187;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/9f/f5/MEN_PTA_C6_PROTOCOLO.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea2_ruta2_mod3.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Establecimientos%20Educativos/Conexi%C3%B3n%20Inclusi%C3%B3n/M%C3%B3dulo%203/audio/linea2_ruta2_modulo3_POD.txt;False;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=189;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/b4/c2/MEN_PTA_C7_ANEXO6_PROPUESTA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=199;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/e8/d3/Lineamientos Organizacionales.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/educacion-socioemocional-para-todos-los-niveles/familias-y-cuidadores#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_educacion-socioemocional-para-todos-los-niveles_familias-y-cuidadores.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=332;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/75/95/Modulo_2_Referencias bibliográficas.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a6/0b/Actividad2_M2_L1R2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c2/50/MEN_PTA_C8_ANEXO3_ACOMPAÑAMIENTO.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=185;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/91/a9/MEN_PTA_C5_ANEXO3_CONTRASTE.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f1/8c/CPE_MOOC_PDF17.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=362;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f3/8a/MEF_C2_CS_S3_POD2 MIX - 101420.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=373;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/b7/0b/03. Qué hago si tengo problemas con el SIUCE.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f4/18/04Soc_04Val_37.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.4.1.16.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.1.3.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=71;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/b1/27/METODOLOGÍA DE LA SISTEMATIZACIÓN.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/caja-de-herramientas-tic/conectados-con-el-aprendizaje-modulo-2-whatsapp#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_caja-de-herramientas-tic_conectados-con-el-aprendizaje-modulo-2-whatsapp.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.3.1.4.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/107/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_107_download.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.4.3.2.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=195;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ee/5e/GuiaDelParticipanteConversatorio1_Encuentro1.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/58/5f/MEN_PTA_C8_ANEXO2_ROLES.pdf;True;True;pdf
...;https://eco.colombiaaprende.edu.co/wp-content/uploads/2022/01/On-Top-of-Old-Smokey-Poster.pdf;s3://men-prod-clean-data/contenidos_formativos/ENGLISH_FOR_COLOMBIA_ECOWEB/repository/on-top-of-old-smokey-song-with-audio-lyrics-and-poster/On-Top-of-Old-Smokey-Poster.pdf;False;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ff/c1/Glosario_M6_L1_R2.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.3.1.27.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/157/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_157_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=266;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/df/18/Lectura_1_De_las_cuevas_al_e-book.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=293;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8c/6d/L1_SE_Modulo_3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=241;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/72/4c/MEN_PARES_M3_T01_VT01.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=77;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f6/c5/TEXTO BASE - MÓDULO 2.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.2.2.1.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=181;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a4/0d/MEN_PTA_C3_ANEXO10_AUTOBIOGRAFIA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/6d/57/Infografia Descargable_L1_R2_M5.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c6/1d/Tangram2_L1R2_Mod.3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=159;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/bb/2a/TALLER DEC 1851.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=199;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/83/b4/Guia del participante_Facilitadores_Encuentro1.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=380;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/d6/a9/Presentación y estructura del módulo.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.2.1.5.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/d8/15/MEN_PTA_C8_ANEXO19_INFORME_GESTION.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/4a/d5/M4S26_R1.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=378;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/9e/4a/Conceptualiza_canastaeducativa.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.1.1.2.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=135;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/e4/fd/Anexo1.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=328;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f2/78/Casassus Juan - La Educacion Del Ser Emocional.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=189;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/b1/cf/MEN_PTA_C7_SIGNIFICADOS.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea2_ruta2_mod1.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Establecimientos%20Educativos/Conexi%C3%B3n%20Inclusi%C3%B3n/M%C3%B3dulo%201/audio/linea2_ruta2_modulo1_POD3.txt;False;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=313;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/96/de/Infogra_M1_Gestion_Ambiental.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea1_ruta1_mod4.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Secretar%C3%ADas%20de%20Educaci%C3%B3n/Conexi%C3%B3n%20Emociones/M%C3%B3dulo%204/audio/respiracion_POD.txt;False;False;txt
...;https://movil.colombiaaprende.edu.co/contenidos/material/la-chica-del-tranvia#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_contenidos_material_la-chica-del-tranvia.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=77;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a8/a7/Escuela de pares_Mo´dulo 3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=195;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/9e/a8/Introducción a las políticas públicas.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/7b/02/MEN_PTA_C8_ANEXO16_CURADURIA_VERSION3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/68/0e/Guia_Mod5_L1R2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=253;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f9/a7/MEN_ESC_C3_M2_VS01_V02_reducido (1).txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c4/32/M2S4_R5.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.4.1.28.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/caja-de-herramientas-tic/conectados-con-el-aprendizaje-modulo-4-formularios-de#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_caja-de-herramientas-tic_conectados-con-el-aprendizaje-modulo-4-formularios-de.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/84/f7/02Nat_03Eje_08.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea2_ruta2_mod0.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Establecimientos%20Educativos/Conexi%C3%B3n%20Inclusi%C3%B3n/M%C3%B3dulo%200%20-%20Introducci%C3%B3n/audio/linea2_ruta2_modulo0_POD.txt;False;False;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.1.1.3.txt;True;True;txt
...;https://eco.colombiaaprende.edu.co/masterclass/;s3://men-prod-clean-data/contenidos_formativos/ENGLISH_FOR_COLOMBIA_ECOWEB/masterclass/MC # 5/MC5-Técnicas y Pasos a Seguir/MC5-Técnicas y Pasos a Seguir.pdf;False;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.5.35.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/58/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_58_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=378;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/73/50/guia_de_Aprendizaje.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/educacion-socioemocional-para-todos-los-niveles/basica-secundaria#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_educacion-socioemocional-para-todos-los-niveles_basica-secundaria.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.3.2.6.txt;True;True;txt
...;https://eco.colombiaaprende.edu.co/wp-content/uploads/2022/01/Oh-Susana-Poster.pdf;s3://men-prod-clean-data/contenidos_formativos/ENGLISH_FOR_COLOMBIA_ECOWEB/repository/oh-susana-song-with-audio-lyrics-and-poster/Oh-Susana-Poster.pdf;False;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=295;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/51/8c/TranscripciónPodcast_Mod3_L2R2.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/educacion-socioemocional-para-todos-los-niveles/media#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_educacion-socioemocional-para-todos-los-niveles_media.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ca/5f/03Cul_03Eje_20.pdf;True;True;pdf
...;https://eco.colombiaaprende.edu.co/masterclass/;s3://men-prod-clean-data/contenidos_formativos/ENGLISH_FOR_COLOMBIA_ECOWEB/masterclass/MC 14/MC14-Presentation/MC14-Presentation.pdf;False;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=337;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/cd/7e/Presentación y Estructura del Módulo. docx.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=358;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a6/8c/udea_g10par_cna_m3_an05.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=361;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/75/e4/Educar para la paz.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=251;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/99/85/MEN_ESC_C1_M2_INF01_v3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=360;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ac/4f/MEF-C2-AA-S3-POD2 MIX - 101620.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a6/8c/MEN_PTA_C8_ANEXO4_MARCAS.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=329;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/d5/46/DUA y el modelo tejiendo saberes.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=255;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8c/cb/MEN_ESC_C2_M3_VT02_INFOGRAFIA_compressed.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.2.1.1.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/preescolar-educacion-inicial/boletines-plaza-sesamo#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_preescolar-educacion-inicial_boletines-plaza-sesamo.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.4.2.10.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/75/76/CPE_MOOC_PDF13.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.2.1.7.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.1.11.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=187;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/7a/21/MEN_PTA_C6_VIDEO_CONSTRUYENDO.txt;True;False;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.4.5.36.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/7a/b3/MEN_PTA_C8_ANEXO7_MATEMATICA_UNICA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=181;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/73/1e/MEN_PTA_C3_TALLERIE.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a5/6b/MEN_PTA_C8_ANEXO3_TRIANGULARES.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=357;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/9f/b0/Gestion de aula.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.1.3.4.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/75/b0/GuiaTrabajoLaminas_M4_L1_R2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/aa/18/CPE_M2S3_INF1.pdf;True;True;pdf
