description;web_url;s3_object_path;exists_in_s3;exists_metadata_json;file_extension
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/d4/ec/CPE_MOOC_PDF16.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/#block-bannerssliders-5;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=179;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/59/70/MEN_PTA_C2_LABORATORIO.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.5.1.3.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=253;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/00/77/MEN_ESC_C3_M1_VT01_VER04_liviana.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=344;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f7/44/Tema2_M3_L1_R1.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=205;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8c/ba/Cavanzada_M4_2015.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/fc/b4/M2S4_R7.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=77;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/9e/e3/DOCUMENTO ESCUELA DE PARES.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.3.1.24.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=368;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/d1/55/MEF-C2-PR-S3-AN3_V2_liviana.txt;True;False;txt
...;https://movil.colombiaaprende.edu.co/media/173/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_173_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=373;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/0d/e7/Registro casos anónimos de convivencia escolar_1080p(1)--converted.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=289;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/cf/bd/Infografia Descargable_L2_R1_M0.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=181;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/7e/cc/MEN_PTA_C3_ANEXO11_PROBLEMAS.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/media/166/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_166_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=289;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/84/f6/Infografía Pasos PIP.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=189;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/5a/35/MEN_PTA_C7_ANEXO1_AUTO_COEVALUACION.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=159;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/d8/01/Contratación Servico Público Educativo ETCs D 1851-2015.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.2.1.8.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/5b/8c/M2S4_R4.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/e7/e5/MEN_PTA_C8_ANEXO6_LECTURA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/bf/6b/Transcripcion_L1_R2_M1.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/media/7/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_7_download.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/guias-y-orientaciones-para-directivos-docentes-y-docentes/educacion-en-la-ruralidad#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_guias-y-orientaciones-para-directivos-docentes-y-docentes_educacion-en-la-ruralidad.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.1.4.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/be/c3/M4S29_R1.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/75/35/M2S4_R6.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=187;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/56/01/MEN_PTA_C6_ANEXO6_PROPUESTA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=183;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8e/db/ANEXO 2- EVALUACIO´N FORMATIVA_CICLO IV.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=189;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ab/a5/MEN_PTA_C7_AN02_V02.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=360;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/95/13/Documento recurso docentes PIAR y 1421.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.4.6.42.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/17/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_17_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=201;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ab/81/GuiaDeNavegacion_EC2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=373;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/23/a1/Como consultar situaciones registradas_1080p--converted.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=253;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/52/d7/MEN_ESC_C3_M1_VS01_VER04_liviana.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/db/4a/MEN_PTA_C8_ANEXO2_NUMERICAS.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=163;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a6/f4/EnfoqueEducacionInclusiva.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=241;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/9f/c0/MEN_PAR_M3_T02_AN01.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=195;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c3/68/ResenaDeLaEscuelaExpansivaEscuelaCompetitivaDosModosModernizacionAmericaLatina.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.4.4.28.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.4.1.4.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.2.2.2.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/contenidos/docentes-que-cambian-el-mundo#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_contenidos_docentes-que-cambian-el-mundo.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=181;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/53/98/MEN_PTA_C3_ANEXO1_FICHAS.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=179;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/b3/6c/MEN_PTA_C2_ANEXO5_FORMACION.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=235;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ff/ce/MEN_PARES_03_M2_OVA_PDF.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/00/71/MEN_PTA_C8_AN02.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=189;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/60/26/MEN_PTA_C7_ANEXO2_ELEMENTOS.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.1.1.4.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.6.39.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=215;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/98/af/intro_programa de mentorias.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=181;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f2/ad/MEN_PTA_C3_ANEXO4_TANGRAM.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.3.6.29.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/educacion-socioemocional-para-todos-los-niveles/docentes-y-directivos-docentes#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_educacion-socioemocional-para-todos-los-niveles_docentes-y-directivos-docentes.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=380;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/70/71/Presentación y estructura del módulo.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=181;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f5/9f/MEN_PTA_C3_PROTOCOLO.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=268;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c7/14/ampliada_origen.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a4/fc/M2S5_R3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=185;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/a1/fe/MEN_PTA_C5_ANEXO8_ESQUEMA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/be/73/GuíaTrabajo_Gafas_L1R2_Mod.3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/9d/67/CPE_M3S13_PDF1.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/node/32#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_node_32.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=329;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/5b/af/Presentacion MEF Tejiendo Saberes - Feb 2021 (1).pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/educacion-socioemocional-para-todos-los-niveles/primera-infancia#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_educacion-socioemocional-para-todos-los-niveles_primera-infancia.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=291;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/59/65/Casos_M6_L1_R2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=295;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8f/fe/Tema1_L2R2_Mod.2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=189;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/52/60/MEN_PTA_C7_ANEXO4_LIMONADA.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=266;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8a/20/1_Lectura RDA.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/contenidos/leer-es-el-cuento-de-la-generacion-de-la-paz#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_contenidos_leer-es-el-cuento-de-la-generacion-de-la-paz.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=289;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8d/e9/Tema2_L2R1_Mod.2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=378;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c5/b8/Guia de aprendizaje-2-1.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.4.2.3.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=187;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8d/47/MEN_PTA_C6_AN02.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=191;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/dc/3b/MEN_PTA_C8_ANEXO7_SOLUCIONES_DIFICULTADES.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/node/33#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_node_33.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea1_ruta2_mod3.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Establecimientos%20Educativos/Conexi%C3%B3n%20Emociones/M%C3%B3dulo%203/audio/linea1_ruta2_modulo3_POD.txt;False;False;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.1.12.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=295;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/60/a1/TranscripciónPodcast_Mod2_L2R2.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.5.4.33.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/contenidos/material/contar#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_contenidos_material_contar.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=161;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/92/61/Modulo 2  Herramientas RdC en EE.PDF;True;True;PDF
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=251;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/7b/0f/MEN_ESC_C1_M3_AN01_Ver2.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=77;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/fb/ca/Escuela de pares_Mo´dulo 7.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.1.1.2.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ae/77/02Nat_02Pla_07.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/aprende-en-casa/media/libro-de-trabajo-del-estudiante-emprendimiento#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_aprende-en-casa_media_libro-de-trabajo-del-estudiante-emprendimiento.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/node/24#main-content;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_node_24.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=373;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c1/50/05. Manual de usuario SIUCE -  Rol Establecimiento Educativo.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=199;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/63/3f/Guia-del-participante_Facilitadores_Bienvenida.pdf.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.1.6.11.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=380;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/8c/b4/1PRESE~1.DOC.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=277;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/7d/12/1. PRESENTACIÓN Y ESTRUCTURA  MÓDULO TALLER MATEMÁTICAS CICLO II-18-06-2020.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=187;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/ba/54/MEN_PTA_C6_ANEXO7_CREANDO.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=264;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/58/e6/Perfil tutor Máyerly V.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=183;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c0/f0/Anexo_5_dado_de_color_para_recortar.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=201;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/70/50/GuiaDelParticipanteLaPoliticaPublicaEnEducacion_Encuentro2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/54/76/M4S35_R3.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=289;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/bc/8c/Pieza de seguimiento PIP.pdf;True;True;pdf
...;https://movil.colombiaaprende.edu.co/media/19/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_19_download.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/159/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_159_download.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.3.1.26.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=185;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/7d/01/MEN_PTA_C5_ANEXO2_ESTRUCTURACION.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=378;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/6f/54/MediosHerramientasdeevaluacion.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=289;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/be/f4/Transcripcion_infografia_modulo_introductorio.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.1.3.5.txt;True;True;txt
...;https://especiales.colombiaaprende.edu.co/emociones-conexion-vital/linea1_ruta1_mod2.html;s3://men-prod-clean-data/contenidos_formativos/EMOCIONES_CONEXION_VITAL/Secretar%C3%ADas%20de%20Educaci%C3%B3n/Conexi%C3%B3n%20Emociones/M%C3%B3dulo%202/audio/respiracion_POD.txt;False;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=185;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/95/a6/MEN_PTA_C5_ANEXO6_MOLAS.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/50/34/M2S6_R3.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.4.1.11.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=185;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/f6/1c/MEN_PTA_C5_AN_v02.txt;True;False;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/db/3d/T.Maguare.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=183;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/e0/46/Anexo_1 Actividades de Probabilidad.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1PV.2.1.4.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=179;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/24/06/MEN_PTA_C2_AN02_Ver3.txt;True;False;txt
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.4.6.41.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/6b/c8/CPE_M4S26_PDF2.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=367;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/5b/64/Temáticas Educación Media Rural.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1ALF.4.1.19.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/c8/4c/01Sen_01Enc_01.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=183;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/5a/98/Gui´a de reflexio´n auto´noma I.pdf;True;True;pdf
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=17;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/52/a9/M3S22_R2.pdf;True;True;pdf
...;https://especiales.colombiaaprende.edu.co/tejiendosaberes/banco_recursos.html;s3://men-prod-clean-data/contenidos_formativos/EDUSITIO_TEJIENDO_SABERES/archivos/MEFC1BR.3.5.20.txt;True;True;txt
...;https://movil.colombiaaprende.edu.co/media/41/download;s3://men-prod-clean-data/contenidos_formativos/APRENDER_DIGITAL_LIGERA_MOVIL/pages/_media_41_download.txt;True;True;txt
(nan);https://campus.colombiaaprende.edu.co/course/view.php?id=233;s3://men-prod-clean-data/contenidos_formativos/CAMPUS VIRTUAL/filedir/e9/20/Grupos de trabajo.pdf;True;True;pdf
